Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1461,169277.0524984,0.0,0.0,0.0,0.1841465626700526,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.4444444444444445,0.625,0.6259541984732824,0.18333333333333002,0.0,0.0,0.75,1.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.5,0.0,0.5,0.25,0.11670822942643391,0.0,0.09436435124508519,0.12616822429906543,0.1731108930323847,0.0,0.3333333333333333,1.0,1.0,0.10430887372013653,0.0,0.0,0.10430887372013653,0.5,0.0,0.25,0.0,0.3333333333333333,0.5,0.5,0.16666666666666663,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.49059139784946243,1.0,1.0,1.0,0.09831460674157302,0.0,0.0,0.0,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,0.0,0.0
1462,187758.39398876802,0.0,1.0,0.0,0.23212407037910396,1.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.625,0.6030534351145054,0.13333333333333286,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.6666666666666666,0.5,0.0,0.5,0.75,0.23017456359102242,1.0,0.0,0.1897196261682243,0.2608439646712463,0.0,0.3333333333333333,1.0,1.0,0.19667235494880547,0.0,0.0,0.19667235494880547,0.5,0.0,0.25,0.5,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.20967741935483872,1.0,1.0,1.0,0.2759831460674157,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7352941176470589,0.4545454545454545,1.0,0.0,0.0
1463,183583.683569555,0.2352941176470588,1.0,0.0,0.22419735171413022,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4444444444444445,0.5,0.9007633587786259,0.7999999999999972,0.0,0.0,0.75,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.1972568578553616,1.0,0.0,0.06401869158878505,0.18213935230618253,0.0,0.0,1.0,1.0,0.11113481228668942,0.37647690655209454,0.0,0.2606655290102389,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.25,1.0,0.5,0.0,1.0,0.4,0.32392473118279574,1.0,1.0,1.0,0.14887640449438203,0.04582210242587601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.0,0.0
1464,179317.47751083,0.2352941176470588,1.0,0.0,0.15432613821875565,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5555555555555556,0.625,0.9083969465648867,0.7999999999999972,0.0,0.0,0.75,1.0,1.0,1.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.15012468827930173,1.0,0.0,0.15140186915887852,0.1817468105986261,0.0,0.6666666666666666,1.0,1.0,0.11070819112627986,0.36412459720730395,0.0,0.25533276450511944,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.33333333333333326,0.0,0.25,0.5,0.5,0.0,1.0,0.4,0.3158602150537635,1.0,1.0,1.0,0.25280898876404495,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4545454545454545,1.0,0.0,0.0
1465,150730.079976501,0.588235294117647,1.0,0.0,0.06412116814801379,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777777,0.5,0.8625954198473291,0.7000000000000028,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.75,0.0655860349127182,1.0,0.0,0.4752336448598131,0.2512266928361139,0.0,0.6666666666666666,1.0,1.0,0.18622013651877134,0.0,0.0,0.18622013651877134,0.5,0.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.16666666666666663,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.4,0.34005376344086025,1.0,1.0,1.0,0.0,0.11051212938005392,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1466,177150.989247307,0.2352941176470588,1.0,0.0,0.15472519499365137,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5555555555555556,0.5,0.8702290076335881,0.7333333333333343,0.0,0.0,1.0,0.75,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.35654205607476636,0.14975466143277724,0.0,0.0,1.0,1.0,0.07593856655290102,0.4790547798066595,0.0,0.26621160409556316,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.33333333333333326,0.0,0.25,1.0,0.5,0.0,1.0,0.4,0.2956989247311828,1.0,1.0,1.0,0.11025280898876404,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0
1467,172070.659229164,0.0,1.0,0.0,0.11808452748050063,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.75,0.8625954198473291,0.9500000000000028,0.0,0.0,1.0,0.75,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.5,0.75,0.23316708229426433,1.0,0.0,0.1088785046728972,0.2292443572129539,0.0,0.6666666666666666,1.0,1.0,0.16638225255972694,0.0,0.0,0.16638225255972694,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.5,0.0,1.0,0.4,0.28225806451612906,1.0,1.0,1.0,0.33918539325842695,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.029411764705882353,0.1818181818181818,1.0,0.0,0.0
1468,175110.956519547,0.2352941176470588,1.0,0.0,0.12573916198077273,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5555555555555556,0.5,0.9083969465648867,0.7999999999999972,0.0,0.0,0.75,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.36869158878504676,0.1548577036310108,0.0,0.0,1.0,1.0,0.08148464163822525,0.36305048335123524,0.0,0.2256825938566553,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.33333333333333326,0.0,0.25,0.5,0.5,0.0,1.0,0.4,0.2641129032258065,1.0,1.0,1.0,0.0,0.10107816711590296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36363636363636365,1.0,0.0,0.0
1469,162011.698831665,0.0,1.0,0.0,0.15791764919281698,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666665,0.5,0.8473282442748094,0.6666666666666643,0.0,0.0,1.0,0.75,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15885286783042393,1.0,0.0,0.30981308411214953,0.25515210991167814,0.0,0.0,1.0,1.0,0.1992320819112628,0.0,0.0,0.1992320819112628,0.0,0.0,0.25,0.5,0.3333333333333333,0.5,0.0,0.16666666666666663,0.0,0.25,0.0,0.5,0.0,0.0,0.4,0.34005376344086025,1.0,1.0,1.0,0.1348314606741573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0
1470,160726.247831419,0.0,1.0,0.0,0.12570288409214583,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.5,0.6946564885496187,0.3333333333333357,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.6666666666666666,0.5,0.0,0.5,0.75,0.20049875311720697,0.0,0.05111402359108781,0.0,0.1731108930323847,0.0,0.3333333333333333,1.0,1.0,0.10132252559726962,0.0,0.0,0.10132252559726962,0.0,0.0,0.25,0.0,0.3333333333333333,0.5,0.5,0.08333333333333331,0.0,0.0,0.0,0.5,0.0,1.0,0.4,0.3528225806451613,1.0,1.0,1.0,0.16853932584269662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0
